XY
realPoint:(62,206)
point:(1188.320431345178, 799.597039453952)   distance=300.9199075469668
point:(1514.3877616451794, 495.2294586591759)   distance=195.50458147055352
point:(1065.8415221447933, 477.57208462033043)   distance=261.4686445602115
point:(1460.8874202186325, 700.4028695569586)   distance=219.83369497925673
point:(1327.082892314913, 797.2905641945711)   distance=267.3388888690478
point:(1499.811931637813, 261.20052712778323)   distance=322.28906225491403
point:(1873.381697243704, 624.6918082257546)   distance=559.4535857427412
point:(1266.646575006111, 367.4041733766195)   distance=171.7597289643137
point:(1181.9636849743379, 591.1027921322672)   distance=152.78652012636957
point:(1514.3877616451794, 495.2294586591759)   distance=195.50458147055352
point:(1208.0518183340068, 591.5006746856784)   distance=129.4856018705548     ¡Ì
point:(1514.3877616451794, 495.2294586591759)   distance=195.50458147055352
point:(1362.4405886066932, 487.0398205299705)   distance=59.000154465500735     ¡Ì
point:(1460.8874202186325, 700.4028695569586)   distance=219.83369497925673
point:(1476.2576363815792, 599.7167105373126)   distance=169.28035358592248
point:(1863.9361140269325, 719.2765272963236)   distance=574.0386358704162
point:(1499.811931637813, 261.20052712778323)   distance=322.28906225491403
point:(1327.8947807421132, 594.257827943328)   distance=64.52764440138768     ¡Ì
point:(1243.960142397992, -23.35803782109241)   distance=558.8339085951668
point:(845.1032404275513, 355.4955959710775)   distance=507.8211361455836
point:(1212.9251754398979, 481.1540291836887)   distance=119.51253581865373     ¡Ì
point:(1266.646575006111, 367.4041733766195)   distance=171.7597289643137
point:(1757.739776314597, 712.7706640232566)   distance=472.51906658906074
point:(1212.9251754398979, 481.1540291836887)   distance=119.51253581865373     ¡Ì
point:(1825.5773873372239, 518.5202752663574)   distance=503.70821823486716
point:(1327.8947807421132, 594.257827943328)   distance=64.52764440138768     ¡Ì
point:(1327.8947807421132, 594.257827943328)   distance=64.52764440138768     ¡Ì
point:(1627.052251892736, 607.4794399142206)   distance=314.7378909414158
point:(761.3123277333104, 709.8007020923762)   distance=588.8114794267772
point:(721.321723996946, 355.55489769257997)   distance=625.4961910204148
point:(1627.052251892736, 607.4794399142206)   distance=314.7378909414158
point:(761.3123277333104, 709.8007020923762)   distance=588.8114794267772
point:(1611.9030938694557, 799.5891540245801)   distance=395.8814415993395
point:(1638.4683785087957, 889.9423717920238)   distance=479.2814889052715
point:(1316.1088819781864, 697.674742498195)   distance=167.77820044148444
point:(1222.0457149497706, 703.3285039466832)   distance=200.08405578730628
point:(1498.4267151946988, 890.3719090207783)   distance=401.24094836603035
point:(5962.887528309824, -6164.171213631918)   distance=8145.536525474544
point:(918.09078902078, 811.1215303214844)   distance=492.1097088293924
point:(933.2770959740769, -40.8487373149581)   distance=690.6328814995917
point:(933.2770959740769, -40.8487373149581)   distance=690.6328814995917
point:(366.8996537446332, 494.22006354739295)   distance=955.7703046598979
point:(896.3638264869933, 703.3134420194456)   distance=459.56903876068725
point:(962.5776606552199, 915.1285257650325)   distance=526.7906599191197
point:(1316.1088819781864, 697.674742498195)   distance=167.77820044148444
point:(1608.0977183307693, 705.4348433986457)   distance=335.60287351627306
point:(962.5776606552199, 915.1285257650325)   distance=526.7906599191197
point:(1611.9030938694557, 799.5891540245801)   distance=395.8814415993395
point:(1173.7621036094313, 697.2504622223549)   distance=223.4886821293024
point:(1460.8874202186325, 700.4028695569586)   distance=219.83369497925673
point:(1468.2771131563388, 797.2879357181138)   distance=304.696298654583
point:(1327.8947807421132, 594.257827943328)   distance=64.52764440138768     ¡Ì
point:(1357.372811080271, 595.1652967194912)   distance=74.14682501806718     ¡Ì
point:(1611.9030938694557, 799.5891540245801)   distance=395.8814415993395
point:(1780.2786272755836, 617.5460160740523)   distance=466.5657565103032
point:(1343.1278836729775, 249.8532247110596)   distance=280.94234848682197
point:(1327.8947807421132, 594.257827943328)   distance=64.52764440138768     ¡Ì
point:(1529.716225741971, 496.1751340451573)   distance=210.4522558523726
point:(1359.2871086637929, 698.2512767036171)   distance=172.33345753191
point:(1316.1088819781864, 697.674742498195)   distance=167.77820044148444
point:(1825.5773873372239, 518.5202752663574)   distance=503.70821823486716
point:(695.1484236960056, 92.85401094548104)   distance=764.2247800622904
point:(739.5459970775396, 596.1705230051825)   distance=586.2006513431872
point:(1051.9897302471334, 804.2073614962563)   distance=384.831421366232
point:(1212.9251754398979, 481.1540291836887)   distance=119.51253581865373     ¡Ì
point:(918.09078902078, 811.1215303214844)   distance=492.1097088293924
point:(1038.4643490782535, 590.2516031041298)   distance=289.86672975737673
point:(1132.4608648057333, 903.039374219119)   distance=418.4297533493316
point:(1181.9636849743379, 591.1027921322672)   distance=152.78652012636957
point:(1360.8168117522928, 893.1052930324565)   distance=365.17420322744465
point:(1460.8874202186325, 700.4028695569586)   distance=219.83369497925673
point:(1417.3106402903259, 985.1189290118513)   distance=464.99178239776063
point:(1638.4683785087957, 889.9423717920238)   distance=479.2814889052715
point:(1359.2871086637929, 698.2512767036171)   distance=172.33345753191
point:(1417.3106402903259, 985.1189290118513)   distance=464.99178239776063
point:(1460.8874202186325, 700.4028695569586)   distance=219.83369497925673
point:(1608.0977183307693, 705.4348433986457)   distance=335.60287351627306
point:(1668.766694555356, 505.7229435713049)   distance=347.6154713497223
point:(1638.4683785087957, 889.9423717920238)   distance=479.2814889052715
point:(1608.0977183307693, 705.4348433986457)   distance=335.60287351627306
point:(1316.1088819781864, 697.674742498195)   distance=167.77820044148444
point:(1496.5643779290124, 1073.3314721327552)   distance=570.6853867514832
point:(1759.8786750894349, 1059.245528751439)   distance=686.9050617090174
point:(1208.0518183340068, 591.5006746856784)   distance=129.4856018705548     ¡Ì
point:(1471.0379433274607, 130.8652097257792)   distance=426.05268378279885
point:(1115.9786043119866, 361.0914732780404)   distance=266.4111594521144
point:(1496.5643779290124, 1073.3314721327552)   distance=570.6853867514832
X
point:(905.5258948336904, 1030.0139550286833)   distance=416.47410516630964
point:(1112.5197018482218, 1112.7188865302069)   distance=209.48029815177824
point:(1419.7463055719263, 376.0207202581222)   distance=97.74630557192631     ¡Ì
point:(1285.7168141186307, 992.8869153416739)   distance=36.28318588136926     ¡Ì
point:(1188.320431345178, 799.597039453952)   distance=133.6795686548221     ¡Ì
point:(1780.2786272755836, 617.5460160740523)   distance=458.27862727558363
point:(1668.766694555356, 505.7229435713049)   distance=346.766694555356
point:(1575.2777960094324, 386.9411139225485)   distance=253.27779600943245
point:(1611.9030938694557, 799.5891540245801)   distance=289.9030938694557
point:(1849.6149301501111, -109.34775896157237)   distance=527.6149301501111
point:(1893.636056499517, 415.6934416001718)   distance=571.636056499517
point:(1863.9361140269325, 719.2765272963236)   distance=541.9361140269325
point:(1825.5773873372239, 518.5202752663574)   distance=503.57738733722385
point:(1627.052251892736, 607.4794399142206)   distance=305.05225189273597
point:(1475.4990208356203, 700.8023938358957)   distance=153.49902083562029
point:(1893.636056499517, 415.6934416001718)   distance=571.636056499517
point:(1930.4694771471356, 177.6468973916132)   distance=608.4694771471356
point:(1780.2786272755836, 617.5460160740523)   distance=458.27862727558363
point:(1316.1088819781864, 697.674742498195)   distance=5.891118021813554     ¡Ì
point:(1419.7463055719263, 376.0207202581222)   distance=97.74630557192631     ¡Ì
point:(1627.052251892736, 607.4794399142206)   distance=305.05225189273597
point:(1611.9030938694557, 799.5891540245801)   distance=289.9030938694557
point:(1575.2777960094324, 386.9411139225485)   distance=253.27779600943245
point:(1476.2576363815792, 599.7167105373126)   distance=154.25763638157923
point:(1460.8874202186325, 700.4028695569586)   distance=138.88742021863254     ¡Ì
point:(1225.6386681815777, 898.1425238270583)   distance=96.36133181842229     ¡Ì
point:(1476.2576363815792, 599.7167105373126)   distance=154.25763638157923
point:(1188.875595579833, 240.8097690772596)   distance=133.1244044201669     ¡Ì
point:(1362.4405886066932, 487.0398205299705)   distance=40.440588606693154     ¡Ì
point:(1188.320431345178, 799.597039453952)   distance=133.6795686548221     ¡Ì
point:(1514.3877616451794, 495.2294586591759)   distance=192.38776164517935
point:(1065.8415221447933, 477.57208462033043)   distance=256.1584778552067
point:(1460.8874202186325, 700.4028695569586)   distance=138.88742021863254     ¡Ì
point:(1327.082892314913, 797.2905641945711)   distance=5.082892314912897     ¡Ì
point:(1499.811931637813, 261.20052712778323)   distance=177.8119316378129
point:(1873.381697243704, 624.6918082257546)   distance=551.3816972437039
point:(1266.646575006111, 367.4041733766195)   distance=55.35342499388889     ¡Ì
point:(1181.9636849743379, 591.1027921322672)   distance=140.03631502566213     ¡Ì
point:(1514.3877616451794, 495.2294586591759)   distance=192.38776164517935
point:(1208.0518183340068, 591.5006746856784)   distance=113.94818166599316     ¡Ì
point:(1514.3877616451794, 495.2294586591759)   distance=192.38776164517935
point:(1362.4405886066932, 487.0398205299705)   distance=40.440588606693154     ¡Ì
point:(1460.8874202186325, 700.4028695569586)   distance=138.88742021863254     ¡Ì
point:(1476.2576363815792, 599.7167105373126)   distance=154.25763638157923
point:(1863.9361140269325, 719.2765272963236)   distance=541.9361140269325
point:(1499.811931637813, 261.20052712778323)   distance=177.8119316378129
point:(1327.8947807421132, 594.257827943328)   distance=5.894780742113198     ¡Ì
point:(1243.960142397992, -23.35803782109241)   distance=78.03985760200794     ¡Ì
point:(845.1032404275513, 355.4955959710775)   distance=476.8967595724487
point:(1212.9251754398979, 481.1540291836887)   distance=109.07482456010212     ¡Ì
point:(1266.646575006111, 367.4041733766195)   distance=55.35342499388889     ¡Ì
point:(1757.739776314597, 712.7706640232566)   distance=435.73977631459707
point:(1212.9251754398979, 481.1540291836887)   distance=109.07482456010212     ¡Ì
point:(1825.5773873372239, 518.5202752663574)   distance=503.57738733722385
point:(1327.8947807421132, 594.257827943328)   distance=5.894780742113198     ¡Ì
point:(1327.8947807421132, 594.257827943328)   distance=5.894780742113198     ¡Ì
point:(1627.052251892736, 607.4794399142206)   distance=305.05225189273597
point:(761.3123277333104, 709.8007020923762)   distance=560.6876722666896
point:(721.321723996946, 355.55489769257997)   distance=600.678276003054
point:(1627.052251892736, 607.4794399142206)   distance=305.05225189273597
point:(761.3123277333104, 709.8007020923762)   distance=560.6876722666896
point:(1611.9030938694557, 799.5891540245801)   distance=289.9030938694557
point:(1638.4683785087957, 889.9423717920238)   distance=316.4683785087957
point:(1316.1088819781864, 697.674742498195)   distance=5.891118021813554     ¡Ì
point:(1222.0457149497706, 703.3285039466832)   distance=99.95428505022937     ¡Ì
point:(1498.4267151946988, 890.3719090207783)   distance=176.42671519469877
point:(6588.292361526013, -6476.607276785557)   distance=5266.292361526013
point:(5962.887528309824, -6164.171213631918)   distance=4640.887528309824
point:(918.09078902078, 811.1215303214844)   distance=403.90921097922
point:(933.2770959740769, -40.8487373149581)   distance=388.72290402592307
point:(933.2770959740769, -40.8487373149581)   distance=388.72290402592307
point:(366.8996537446332, 494.22006354739295)   distance=955.1003462553667
point:(896.3638264869933, 703.3134420194456)   distance=425.6361735130067
point:(962.5776606552199, 915.1285257650325)   distance=359.4223393447801
point:(1316.1088819781864, 697.674742498195)   distance=5.891118021813554     ¡Ì
point:(1608.0977183307693, 705.4348433986457)   distance=286.09771833076934
point:(1357.8817149684198, 558.9857239918115)   distance=35.88171496841983     ¡Ì
point:(962.5776606552199, 915.1285257650325)   distance=359.4223393447801
point:(1611.9030938694557, 799.5891540245801)   distance=289.9030938694557
point:(1173.7621036094313, 697.2504622223549)   distance=148.23789639056872
point:(1460.8874202186325, 700.4028695569586)   distance=138.88742021863254     ¡Ì
point:(1468.2771131563388, 797.2879357181138)   distance=146.27711315633883
point:(1327.8947807421132, 594.257827943328)   distance=5.894780742113198     ¡Ì
point:(1357.372811080271, 595.1652967194912)   distance=35.37281108027105     ¡Ì
point:(1611.9030938694557, 799.5891540245801)   distance=289.9030938694557
point:(1780.2786272755836, 617.5460160740523)   distance=458.27862727558363
point:(1343.1278836729775, 249.8532247110596)   distance=21.127883672977532     ¡Ì
point:(1327.8947807421132, 594.257827943328)   distance=5.894780742113198     ¡Ì
